call_uid,enquiry_ref,call_start_local,caller_number,tracking_number,mkt_medium,traffic_src,campaign_label,adgroup_name,device_type,region_state,landing_path,agent_team,call_outcome,sales_stage,lead_quality_flag,job_won_flag,missed_call_flag,repeat_caller_flag,duration_sec,wait_time_sec,ad_spend_aud,quote_value_aud,booked_job_value_aud,revenue_aud,row_quality_note
CALL-250305-1290,ENQ-250305-1347,2025-03-05 09:45,0401343904,DNI-AU-LOCAL-423851,Email,CRM Email,Retargeting Trial,Emergency,Mobile,WA,/lp/retargeting,After Hours,Not Qualified,Qualified,No,No,No,No,276,18,2.56,0.0,0,0,ok
CALL-250224-1291,ENQ-250224-1648,2025-02-24 11:39,0477925198,DNI-NZ-LOCAL-779525,Paid Search,Google Ads,Winter Promo,Brand,Mobile,VIC,/lp/winter-offer,After Hours,Missed,Missed,No,No,Yes,No,22,72,36.06,0,0,0,ok
CALL-250104-1292,ENQ-250104-9313,2025-01-04 11:54,0402347789,DNI-AU-LOCAL-546944,Paid Social,Meta Ads,Dental Implants,Brand,Mobile,VIC,/lp/implants,Service Desk,Qualified No Sale,Qualified,Yes,No,No,No,373,13,1.37,165.68,0,152.3,duplicate caller possible
CALL-250301-1293,ENQ-250301-8712,2025-03-01 12:10,0428275915,DNI-NZ-LOCAL-543230,Paid Social,Meta Ads,Dental Implants,Remarketing,Mobile,VIC,/lp/implants,Inbound Sales,Missed,Missed,No,No,Yes,No,11,67,6.41,0,0,0,late-night call
CALL-250320-1294,ENQ-250320-9203,2025-03-20 19:27,0402886365,STATIC-AU-615326,Paid Social,Meta Ads,Brand Protection,Generic,Desktop,VIC,/contact,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,363,13,14.7,0.0,0,0,missing optional value
CALL-250223-1295,ENQ-250223-1565,2025-02-23 14:47,0402600931,STATIC-AU-761601,Organic Search,Google Organic,Roof Repair AU,High Intent,Mobile,NSW,/lp/roof-repair,Inbound Sales,Qualified No Sale,Quote Sent,Yes,No,No,No,226,10,1.72,1572.34,0,0,duplicate caller possible
CALL-250328-1296,ENQ-250328-2456,2025-03-28 08:44,0477531603,DNI-AU-LOCAL-767083,Referral,Partner Referral,Winter Promo,Brand,Mobile,WA,/lp/winter-offer,Inbound Sales,Not Qualified,Connected,No,No,No,No,1200,15,1.52,0.0,0,0,late-night call
CALL-250214-1297,ENQ-250214-4292,2025-02-14 10:17,0402294655,DNI-AU-LOCAL-886343,Paid Social,Meta Ads,Retargeting Trial,Generic,Mobile,VIC,/lp/retargeting,Overflow Team,Answered,Connected,No,No,No,No,183,6,9.71,0.0,0,0,ok
CALL-250125-1298,ENQ-250125-9520,2025-01-25 12:57,0401493914,STATIC-AU-609530,Display,Programmatic,Roof Repair AU,High Intent,Desktop,VIC,/lp/roof-repair,After Hours,Answered,Connected,No,No,No,No,179,7,12.14,0.0,0,0,missing optional value
CALL-250213-1299,ENQ-250213-8404,2025-02-13 17:27,0402486326,DNI-NZ-LOCAL-639926,Organic Search,Google Organic,Local SEO,Remarketing,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Qualified No Sale,Quote Sent,Yes,No,No,No,109,7,2.91,641.56,0,0,missing optional value
CALL-250326-1300,ENQ-250326-9267,2025-03-26 11:00,0435922987,DNI-AU-LOCAL-234072,Direct,Direct Visit,Retargeting Trial,Generic,Mobile,VIC,/lp/retargeting,Inbound Sales,Not Qualified,Connected,No,No,No,No,261,11,0.0,0.0,0,0,missing optional value
CALL-250112-1301,ENQ-250112-3016,2025-01-12 12:53,0428803176,DNI-AU-MOBILE-660509,Referral,Partner Referral,Emergency Plumbing,High Intent,Desktop,VIC,/lp/emergency-plumbing,Inbound Sales,Answered,Connected,No,No,No,No,220,3,0.0,0.0,0,0,duplicate caller possible
CALL-250304-1302,ENQ-250304-7229,2025-03-04 09:50,0401913432,DNI-AU-LOCAL-425896,Referral,Partner Referral,Competitor Terms,Emergency,Tablet,QLD,/lp/compare-options,After Hours,Not Qualified,Connected,No,No,No,Yes,387,27,0.0,0.0,0,0,ok
CALL-250317-1303,ENQ-250317-1562,2025-03-17 16:12,0402883349,STATIC-AU-423896,Display,Programmatic,Retargeting Trial,Generic,Mobile,VIC,/lp/retargeting,After Hours,Qualified No Sale,Qualified,Yes,No,No,No,306,2,6.61,1677.91,0,0,late-night call
CALL-250330-1304,ENQ-250330-6528,2025-03-30 09:17,0413545668,DNI-NZ-LOCAL-810828,Direct,Direct Visit,Brand Protection,Remarketing,Desktop,NSW,/contact,Service Desk,Answered,Connected,No,No,No,Yes,296,22,1.15,0.0,0,0,missing optional value
CALL-250214-1305,ENQ-250214-6934,2025-02-14 14:25,0477109576,DNI-AU-LOCAL-811267,Paid Search,Google Ads,Dental Implants,Competitor,Desktop,NSW,/lp/implants,Inbound Sales,Converted,Connected,No,Yes,No,No,431,22,9.45,8888.31,5459.47,5459.47,ok
CALL-250218-1306,ENQ-250218-8596,2025-02-18 14:43,0477193964,DNI-NZ-LOCAL-388584,Display,Programmatic,Retargeting Trial,High Intent,Mobile,TAS,/lp/retargeting,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,214,10,7.68,923.76,0,0,duplicate caller possible
CALL-250325-1307,ENQ-250325-9788,2025-03-25 15:23,0401512925,DNI-NZ-LOCAL-167037,Paid Search,Google Ads,Dental Implants,Competitor,Mobile,NSW,/lp/implants,After Hours,Converted,Connected,No,Yes,No,No,101,179,12.32,2132.78,1303.49,1303.49,late-night call
CALL-250316-1308,ENQ-250316-3811,2025-03-16 16:45,0413670873,DNI-NZ-LOCAL-790130,Paid Social,Meta Ads,Local SEO,High Intent,Desktop,VIC,/blog/local-service-guide,After Hours,Answered,Connected,No,No,No,No,235,14,20.39,0.0,0,0,ok
CALL-250201-1309,ENQ-250201-7914,2025-02-01 12:02,0413234733,DNI-AU-LOCAL-676558,Direct,Direct Visit,Emergency Plumbing,Emergency,Mobile,NSW,/lp/emergency-plumbing,After Hours,Converted,Connected,No,Yes,No,No,257,20,0,2027.47,1762.03,1762.03,ok
CALL-250203-1310,ENQ-250203-7664,2025-02-03 14:41,0402600931,DNI-AU-LOCAL-445356,Direct,Direct Visit,Brand Protection,Near Me,Mobile,NSW,/contact,After Hours,Answered,Connected,No,No,No,Yes,248,18,0.0,0.0,0,0,duplicate caller possible
CALL-250112-1311,ENQ-250112-6655,2025-01-12 13:58,0428289448,DNI-NZ-LOCAL-600025,Organic Search,Google Organic,Dental Implants,Brand,Mobile,VIC,/lp/implants,Inbound Sales,Not Qualified,Connected,No,No,No,No,82,31,0.9,0.0,0,0,late-night call
CALL-250117-1312,ENQ-250117-2476,2025-01-17 12:00,0413986304,DNI-AU-LOCAL-180418,Referral,Partner Referral,Local SEO,Competitor,Mobile,VIC,/blog/local-service-guide,After Hours,Not Qualified,Qualified,No,No,No,No,272,16,0.0,0.0,0,0,duplicate caller possible
CALL-250131-1313,ENQ-250131-1693,2025-01-31 09:10,0435817307,DNI-NZ-LOCAL-276718,Email,CRM Email,Winter Promo,Remarketing,Tablet,QLD,/lp/winter-offer,Inbound Sales,Converted,Qualified,Yes,Yes,No,No,278,13,5.62,1180.65,791.42,791.42,duplicate caller possible
CALL-250309-1314,ENQ-250309-1036,2025-03-09 11:11,0413323415,DNI-NZ-LOCAL-328026,Paid Search,Google Ads,Brand Protection,Competitor,Tablet,NSW,/contact,Inbound Sales,Missed,Missed,No,No,Yes,No,15,57,43.32,0,0,0,ok
CALL-250324-1315,ENQ-250324-3549,2025-03-24 16:52,0435807890,STATIC-AU-337078,Display,Programmatic,Retargeting Trial,High Intent,Desktop,SA,/lp/retargeting,Inbound Sales,Answered,Connected,No,No,No,Yes,163,0,1.9,0.0,0,0,missing optional value
CALL-250220-1316,ENQ-250220-7899,2025-02-20 13:19,0413224562,DNI-NZ-LOCAL-676846,Organic Search,Google Organic,Competitor Terms,Remarketing,Mobile,TAS,/lp/compare-options,After Hours,Answered,Connected,No,No,No,No,164,8,2.21,0.0,0,0,missing optional value
CALL-250329-1317,ENQ-250329-3498,2025-03-29 19:08,0402747614,DNI-AU-MOBILE-361584,Organic Search,Google Organic,Brand Protection,Remarketing,Mobile,WA,/contact,Service Desk,Not Qualified,Connected,No,No,No,No,122,0,3.68,0.0,0,0,ok
CALL-250115-1318,ENQ-250115-2005,2025-01-15 12:44,0428602472,DNI-NZ-LOCAL-775149,Paid Search,Google Ads,Winter Promo,Generic,Desktop,NSW,/lp/winter-offer,Inbound Sales,Answered,Connected,No,No,No,No,283,0,37.28,0.0,0,0,ok
CALL-250208-1319,ENQ-250208-6907,2025-02-08 09:17,0402447300,STATIC-AU-879020,Organic Search,Google Organic,Retargeting Trial,High Intent,Mobile,WA,/lp/retargeting,Inbound Sales,Converted,Connected,No,Yes,No,No,281,11,0.53,949.49,880.73,880.73,late-night call
